transaction_id,transaction_date,branch_name,product_category,product_name,quantity,price,total_amount,payment_method,customer_age,customer_gender,loyalty_member,satisfaction_score,is_weekend,transaction_year,transaction_month,transaction_day,transaction_hour,day_of_week
TXN-10030,2024-01-03 19:59:21,University Campus,Bakery & Pastry,Almond Croissant,1,4.25,4.25,Mobile Pay,33.0,Female,0,4.0,0,2024,1,3,19,Wednesday
TXN-10031,2024-01-03 21:51:32,Financial District,Sandwiches & Wraps,Avocado Toast,3,8.25,24.75,Credit Card,41.0,Male,0,4.0,0,2024,1,3,21,Wednesday
TXN-10032,2024-01-04 03:30:36,Downtown,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,31.0,Male,0,5.0,0,2024,1,4,3,Thursday
TXN-10033,2024-01-04 08:13:10,Airport Terminal,Hot Coffee,Americano,1,3.5,3.5,Mobile Pay,43.0,Female,0,4.0,0,2024,1,4,8,Thursday
TXN-10034,2024-01-04 16:12:17,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,25.0,Female,0,4.0,0,2024,1,4,16,Thursday
TXN-10035,2024-01-04 16:26:48,Airport Terminal,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,31.0,Male,0,5.0,0,2024,1,4,16,Thursday
TXN-10036,2024-01-04 17:41:58,Airport Terminal,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,48.0,Male,1,5.0,0,2024,1,4,17,Thursday
TXN-10037,2024-01-04 18:55:59,Downtown,Cold Coffee,Iced Latte,1,5.0,5.0,Mobile Pay,19.0,Female,0,4.0,0,2024,1,4,18,Thursday
TXN-10038,2024-01-04 23:54:26,Financial District,Sandwiches & Wraps,Veggie Wrap,1,6.8,6.8,Mobile Pay,65.0,Female,0,4.0,0,2024,1,4,23,Thursday
TXN-10039,2024-01-05 09:02:45,University Campus,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Credit Card,21.0,Male,1,2.0,0,2024,1,5,9,Friday
TXN-10040,2024-01-05 11:23:14,Suburban Mall,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Mobile Pay,18.0,Male,1,1.0,0,2024,1,5,11,Friday
TXN-10041,2024-01-05 11:45:52,Downtown,Hot Coffee,Cappuccino,1,4.5,4.5,Mobile Pay,37.0,Male,0,4.0,0,2024,1,5,11,Friday
TXN-10042,2024-01-05 12:31:59,University Campus,Tea & Beverages,Green Tea,2,3.25,6.5,Credit Card,31.0,Non-Binary,0,2.0,0,2024,1,5,12,Friday
TXN-10043,2024-01-05 15:51:30,Downtown,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,57.0,Female,0,4.0,0,2024,1,5,15,Friday
TXN-10044,2024-01-05 19:16:48,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,42.0,Female,1,1.0,0,2024,1,5,19,Friday
TXN-10045,2024-01-05 19:48:00,Financial District,Bakery & Pastry,Butter Croissant,3,3.5,10.5,Credit Card,42.0,Male,1,4.0,0,2024,1,5,19,Friday
TXN-10046,2024-01-05 21:00:40,Suburban Mall,Sandwiches & Wraps,Veggie Wrap,3,6.8,20.4,Mobile Pay,20.0,Male,1,4.0,0,2024,1,5,21,Friday
TXN-10047,2024-01-05 21:39:30,Suburban Mall,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Mobile Pay,22.0,Female,0,3.0,0,2024,1,5,21,Friday
TXN-10048,2024-01-05 23:09:48,Downtown,Hot Coffee,Caffè Latte,1,4.75,4.75,Credit Card,55.0,Female,0,4.0,0,2024,1,5,23,Friday
TXN-10049,2024-01-06 03:38:21,University Campus,Sandwiches & Wraps,Turkey & Cheese Sandwich,2,7.5,15.0,Credit Card,43.0,Male,1,4.0,1,2024,1,6,3,Saturday
TXN-10050,2024-01-06 04:32:25,Downtown,Tea & Beverages,Matcha Latte,2,5.0,10.0,Credit Card,57.0,Female,1,4.0,1,2024,1,6,4,Saturday
TXN-10051,2024-01-06 04:49:55,Downtown,Bakery & Pastry,Chocolate Muffin,3,3.8,11.4,Mobile Pay,55.0,Male,0,4.0,1,2024,1,6,4,Saturday
TXN-10052,2024-01-06 08:54:31,University Campus,Tea & Beverages,Chai Latte,2,4.5,9.0,Credit Card,55.0,Female,0,5.0,1,2024,1,6,8,Saturday
TXN-10053,2024-01-06 09:43:30,Airport Terminal,Tea & Beverages,Earl Grey,1,3.25,3.25,Mobile Pay,21.0,Female,1,3.0,1,2024,1,6,9,Saturday
TXN-10054,2024-01-06 13:48:00,University Campus,Cold Coffee,Frappuccino,1,5.5,5.5,Credit Card,24.0,Female,0,2.0,1,2024,1,6,13,Saturday
TXN-10055,2024-01-06 16:24:32,University Campus,Cold Coffee,Cold Brew,1,4.8,4.8,Mobile Pay,47.0,Male,1,2.0,1,2024,1,6,16,Saturday
TXN-10056,2024-01-06 16:27:14,Suburban Mall,Sandwiches & Wraps,Veggie Wrap,1,6.8,6.8,Cash,47.0,Male,0,4.0,1,2024,1,6,16,Saturday
TXN-10057,2024-01-06 17:23:12,Suburban Mall,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,36.0,Male,0,5.0,1,2024,1,6,17,Saturday
TXN-10058,2024-01-06 18:12:42,Downtown,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,56.0,Male,0,3.0,1,2024,1,6,18,Saturday
TXN-10059,2024-01-06 18:34:23,Financial District,Hot Coffee,Caffè Latte,1,4.75,4.75,Gift Card,52.0,Female,1,4.0,1,2024,1,6,18,Saturday
TXN-10060,2024-01-06 18:51:16,Financial District,Cold Coffee,Cold Brew,2,4.8,9.6,Credit Card,57.0,Female,1,4.0,1,2024,1,6,18,Saturday
TXN-10061,2024-01-06 19:12:37,Downtown,Hot Coffee,Caffè Latte,1,4.75,4.75,Mobile Pay,50.0,Male,0,5.0,1,2024,1,6,19,Saturday
TXN-10062,2024-01-07 03:05:25,Suburban Mall,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,50.0,Male,1,5.0,1,2024,1,7,3,Sunday
TXN-10063,2024-01-07 03:43:51,Financial District,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Mobile Pay,31.0,Male,0,4.0,1,2024,1,7,3,Sunday
TXN-10064,2024-01-07 04:13:56,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,55.0,Male,0,4.0,1,2024,1,7,4,Sunday
TXN-10065,2024-01-07 06:38:55,Downtown,Hot Coffee,Caramel Macchiato,2,5.25,10.5,Gift Card,27.0,Female,0,5.0,1,2024,1,7,6,Sunday
TXN-10066,2024-01-07 08:50:22,Suburban Mall,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Mobile Pay,45.0,Female,0,5.0,1,2024,1,7,8,Sunday
TXN-10067,2024-01-07 10:03:14,Downtown,Bakery & Pastry,Almond Croissant,4,4.25,17.0,Mobile Pay,31.0,Male,0,4.0,1,2024,1,7,10,Sunday
TXN-10068,2024-01-07 12:51:25,University Campus,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,53.0,Female,0,4.0,1,2024,1,7,12,Sunday
TXN-10069,2024-01-07 14:27:31,Financial District,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,55.0,Female,1,4.0,1,2024,1,7,14,Sunday
TXN-10070,2024-01-07 14:47:30,Financial District,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,33.0,Male,1,4.0,1,2024,1,7,14,Sunday
TXN-10071,2024-01-07 15:47:58,Suburban Mall,Bakery & Pastry,Butter Croissant,1,3.5,3.5,Cash,38.0,Female,1,4.0,1,2024,1,7,15,Sunday
TXN-10072,2024-01-08 01:46:53,University Campus,Hot Coffee,Caffè Latte,2,4.75,9.5,Gift Card,45.0,Male,1,4.0,0,2024,1,8,1,Monday
TXN-10073,2024-01-08 03:47:47,Financial District,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,50.0,Female,0,5.0,0,2024,1,8,3,Monday
TXN-10074,2024-01-08 08:33:25,Suburban Mall,Cold Coffee,Iced Americano,2,3.75,7.5,Cash,23.0,Male,0,4.0,0,2024,1,8,8,Monday
TXN-10075,2024-01-08 12:19:10,Suburban Mall,Tea & Beverages,Earl Grey,1,3.25,3.25,Mobile Pay,58.0,Male,0,5.0,0,2024,1,8,12,Monday
TXN-10076,2024-01-08 17:05:26,Downtown,Bakery & Pastry,Butter Croissant,2,3.5,7.0,Mobile Pay,32.0,Male,0,4.0,0,2024,1,8,17,Monday
TXN-10077,2024-01-08 19:38:30,University Campus,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,61.0,Female,0,4.0,0,2024,1,8,19,Monday
TXN-10078,2024-01-08 22:49:36,University Campus,Sandwiches & Wraps,Turkey & Cheese Sandwich,2,7.5,15.0,Credit Card,20.0,Female,0,4.0,0,2024,1,8,22,Monday
TXN-10079,2024-01-08 23:08:25,Suburban Mall,Hot Coffee,Americano,1,3.5,3.5,Credit Card,60.0,Female,1,4.0,0,2024,1,8,23,Monday
TXN-10080,2024-01-09 00:09:17,University Campus,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,64.0,Female,0,4.0,0,2024,1,9,0,Tuesday
TXN-10081,2024-01-09 03:27:42,University Campus,Sandwiches & Wraps,Turkey & Cheese Sandwich,1,7.5,7.5,Mobile Pay,52.0,Male,0,4.0,0,2024,1,9,3,Tuesday
TXN-10082,2024-01-09 04:34:49,Suburban Mall,Hot Coffee,Caramel Macchiato,3,5.25,15.75,Credit Card,31.0,Female,0,5.0,0,2024,1,9,4,Tuesday
TXN-10083,2024-01-09 07:05:56,University Campus,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,19.0,Female,1,3.0,0,2024,1,9,7,Tuesday
TXN-10084,2024-01-09 08:29:07,Suburban Mall,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Gift Card,46.0,Female,0,4.0,0,2024,1,9,8,Tuesday
TXN-10085,2024-01-09 20:15:21,Suburban Mall,Hot Coffee,Caramel Macchiato,2,5.25,10.5,Credit Card,21.0,Male,0,3.0,0,2024,1,9,20,Tuesday
TXN-10086,2024-01-09 21:32:14,Suburban Mall,Tea & Beverages,Green Tea,1,3.25,3.25,Credit Card,43.0,Female,0,5.0,0,2024,1,9,21,Tuesday
TXN-10087,2024-01-09 21:46:38,University Campus,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,68.0,Male,0,4.0,0,2024,1,9,21,Tuesday
TXN-10088,2024-01-09 21:54:04,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,29.0,Male,0,4.0,0,2024,1,9,21,Tuesday
TXN-10089,2024-01-09 21:56:13,University Campus,Tea & Beverages,Green Tea,1,3.25,3.25,Mobile Pay,19.0,Male,1,3.0,0,2024,1,9,21,Tuesday
TXN-10090,2024-01-10 02:31:07,University Campus,Cold Coffee,Cold Brew,3,4.8,14.4,Mobile Pay,34.0,Male,1,4.0,0,2024,1,10,2,Wednesday
TXN-10091,2024-01-10 02:44:54,Downtown,Hot Coffee,Caffè Latte,2,4.75,9.5,Mobile Pay,52.0,Female,0,5.0,0,2024,1,10,2,Wednesday
TXN-10092,2024-01-10 03:59:31,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,27.0,Male,1,3.0,0,2024,1,10,3,Wednesday
TXN-10093,2024-01-10 07:08:48,Downtown,Hot Coffee,Caramel Macchiato,4,5.0,20.0,Mobile Pay,65.0,Male,0,4.0,0,2024,1,10,7,Wednesday
TXN-10094,2024-01-10 09:52:48,Financial District,Tea & Beverages,Earl Grey,1,3.25,3.25,Credit Card,39.0,Male,0,3.0,0,2024,1,10,9,Wednesday
TXN-10095,2024-01-10 12:04:12,Suburban Mall,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,58.0,Male,1,4.0,0,2024,1,10,12,Wednesday
TXN-10096,2024-01-10 13:23:36,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,60.0,Female,1,4.0,0,2024,1,10,13,Wednesday
TXN-10097,2024-01-10 14:28:55,University Campus,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,38.0,Female,1,4.0,0,2024,1,10,14,Wednesday
TXN-10098,2024-01-10 16:46:43,University Campus,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,32.0,Male,1,4.0,0,2024,1,10,16,Wednesday
TXN-10099,2024-01-10 16:59:21,Financial District,Hot Coffee,Americano,3,3.5,10.5,Credit Card,52.0,Male,0,4.0,0,2024,1,10,16,Wednesday
TXN-10100,2024-01-10 18:18:43,Downtown,Tea & Beverages,Chai Latte,2,4.5,9.0,Gift Card,65.0,Female,0,4.0,0,2024,1,10,18,Wednesday
TXN-10101,2024-01-10 21:13:36,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,38.0,Female,0,4.0,0,2024,1,10,21,Wednesday
TXN-10102,2024-01-11 02:32:52,Suburban Mall,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,43.0,Female,1,2.0,0,2024,1,11,2,Thursday
TXN-10103,2024-01-11 02:52:51,Airport Terminal,Hot Coffee,Cappuccino,2,4.5,9.0,Credit Card,38.0,Male,0,5.0,0,2024,1,11,2,Thursday
TXN-10104,2024-01-11 03:20:31,Suburban Mall,Hot Coffee,Caffè Latte,3,4.75,14.25,Mobile Pay,61.0,Non-Binary,1,5.0,0,2024,1,11,3,Thursday
TXN-10105,2024-01-11 06:07:20,Downtown,Cold Coffee,Cold Brew,2,4.8,9.6,Credit Card,49.0,Male,0,3.0,0,2024,1,11,6,Thursday
TXN-10106,2024-01-11 07:24:55,Suburban Mall,Cold Coffee,Cold Brew,1,4.8,4.8,Cash,22.0,Female,0,3.0,0,2024,1,11,7,Thursday
TXN-10107,2024-01-11 09:32:00,Financial District,Bakery & Pastry,Butter Croissant,2,3.5,7.0,Gift Card,56.0,Female,0,2.0,0,2024,1,11,9,Thursday
TXN-10108,2024-01-11 12:58:01,University Campus,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,26.0,Female,0,5.0,0,2024,1,11,12,Thursday
TXN-10109,2024-01-11 13:57:08,Downtown,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,35.0,Female,1,5.0,0,2024,1,11,13,Thursday
TXN-10110,2024-01-11 22:26:29,University Campus,Hot Coffee,Americano,1,3.5,3.5,Credit Card,38.0,Male,1,4.0,0,2024,1,11,22,Thursday
TXN-10111,2024-01-12 00:59:19,Financial District,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Mobile Pay,25.0,Female,0,4.0,0,2024,1,12,0,Friday
TXN-10112,2024-01-12 01:08:00,Airport Terminal,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,61.0,Male,1,4.0,0,2024,1,12,1,Friday
TXN-10113,2024-01-12 04:42:24,Financial District,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,69.0,Male,1,4.0,0,2024,1,12,4,Friday
TXN-10114,2024-01-12 06:25:48,Suburban Mall,Tea & Beverages,Green Tea,1,3.25,3.25,Credit Card,51.0,Male,1,5.0,0,2024,1,12,6,Friday
TXN-10115,2024-01-12 07:40:39,Airport Terminal,Hot Coffee,Caramel Macchiato,2,5.25,10.5,Mobile Pay,27.0,Female,1,4.0,0,2024,1,12,7,Friday
TXN-10116,2024-01-12 12:41:47,Downtown,Cold Coffee,Frappuccino,1,5.5,5.5,Credit Card,68.0,Female,0,5.0,0,2024,1,12,12,Friday
TXN-10117,2024-01-12 12:42:41,Airport Terminal,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,58.0,Female,0,4.0,0,2024,1,12,12,Friday
TXN-10118,2024-01-12 12:48:50,Suburban Mall,Hot Coffee,Americano,1,3.5,3.5,Mobile Pay,41.0,Male,1,3.0,0,2024,1,12,12,Friday
TXN-10119,2024-01-12 15:04:06,Downtown,Bakery & Pastry,Blueberry Scone,3,3.75,11.25,Mobile Pay,57.0,Non-Binary,1,4.0,0,2024,1,12,15,Friday
TXN-10120,2024-01-12 15:48:13,Financial District,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Cash,41.0,Female,0,4.0,0,2024,1,12,15,Friday
TXN-10121,2024-01-12 17:55:29,Suburban Mall,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,49.0,Female,0,5.0,0,2024,1,12,17,Friday
TXN-10122,2024-01-12 18:37:13,Downtown,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,43.0,Male,0,4.0,0,2024,1,12,18,Friday
TXN-10123,2024-01-12 19:22:34,Suburban Mall,Hot Coffee,Caramel Macchiato,2,5.25,10.5,Mobile Pay,55.0,Male,0,4.0,0,2024,1,12,19,Friday
TXN-10124,2024-01-12 22:08:37,Financial District,Cold Coffee,Iced Americano,4,3.75,15.0,Credit Card,61.0,Prefer not to say,0,4.0,0,2024,1,12,22,Friday
TXN-10125,2024-01-12 23:00:55,Suburban Mall,Tea & Beverages,Matcha Latte,1,5.0,5.0,Mobile Pay,68.0,Female,0,4.0,0,2024,1,12,23,Friday
TXN-10126,2024-01-13 00:44:18,Downtown,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,66.0,Female,0,4.0,1,2024,1,13,0,Saturday
TXN-10127,2024-01-13 01:47:13,University Campus,Hot Coffee,Caffè Latte,3,4.75,14.25,Cash,51.0,Female,1,5.0,1,2024,1,13,1,Saturday
TXN-10128,2024-01-13 02:24:42,Airport Terminal,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,28.0,Female,0,4.0,1,2024,1,13,2,Saturday
TXN-10129,2024-01-13 02:46:37,Airport Terminal,Bakery & Pastry,Butter Croissant,1,3.5,3.5,Mobile Pay,48.0,Male,1,4.0,1,2024,1,13,2,Saturday
TXN-10130,2024-01-13 06:20:22,Suburban Mall,Bakery & Pastry,Butter Croissant,1,3.5,3.5,Credit Card,35.0,Female,0,5.0,1,2024,1,13,6,Saturday
TXN-10131,2024-01-13 09:50:00,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Gift Card,40.0,Female,0,1.0,1,2024,1,13,9,Saturday
TXN-10132,2024-01-13 09:57:27,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,39.0,Male,0,3.0,1,2024,1,13,9,Saturday
TXN-10133,2024-01-13 11:53:20,Downtown,Hot Coffee,Americano,1,3.5,3.5,Gift Card,60.0,Female,1,4.0,1,2024,1,13,11,Saturday
TXN-10134,2024-01-13 13:54:40,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Cash,35.0,Male,0,3.0,1,2024,1,13,13,Saturday
TXN-10135,2024-01-13 14:02:21,Financial District,Cold Coffee,Iced Americano,3,3.75,11.25,Credit Card,57.0,Female,1,5.0,1,2024,1,13,14,Saturday
TXN-10136,2024-01-13 15:28:21,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,64.0,Male,1,4.0,1,2024,1,13,15,Saturday
TXN-10137,2024-01-13 17:42:47,University Campus,Bakery & Pastry,Blueberry Scone,2,3.75,7.5,Gift Card,58.0,Female,1,4.0,1,2024,1,13,17,Saturday
TXN-10138,2024-01-13 19:05:34,Suburban Mall,Hot Coffee,Americano,1,3.5,3.5,Credit Card,64.0,Male,1,3.0,1,2024,1,13,19,Saturday
TXN-10139,2024-01-13 19:41:17,Financial District,Hot Coffee,Caffè Latte,1,4.75,4.75,Credit Card,56.0,Female,0,4.0,1,2024,1,13,19,Saturday
TXN-10140,2024-01-13 20:26:29,Downtown,Hot Coffee,Caffè Latte,1,4.75,4.75,Mobile Pay,37.0,Female,0,4.0,1,2024,1,13,20,Saturday
TXN-10141,2024-01-13 22:50:43,Airport Terminal,Bakery & Pastry,Almond Croissant,3,4.25,12.75,Credit Card,30.0,Male,0,4.0,1,2024,1,13,22,Saturday
TXN-10142,2024-01-14 03:32:44,Financial District,Tea & Beverages,Green Tea,2,3.25,6.5,Credit Card,62.0,Female,0,5.0,1,2024,1,14,3,Sunday
TXN-10143,2024-01-14 13:06:05,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,18.0,Female,1,4.0,1,2024,1,14,13,Sunday
TXN-10144,2024-01-14 13:43:42,Downtown,Bakery & Pastry,Blueberry Scone,2,3.75,7.5,Credit Card,69.0,Male,0,4.0,1,2024,1,14,13,Sunday
TXN-10145,2024-01-14 15:14:09,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,21.0,Male,0,4.0,1,2024,1,14,15,Sunday
TXN-10146,2024-01-14 17:41:27,Suburban Mall,Cold Coffee,Iced Americano,3,3.75,11.25,Credit Card,41.0,Female,0,4.0,1,2024,1,14,17,Sunday
TXN-10147,2024-01-14 21:44:42,Downtown,Cold Coffee,Cold Brew,2,4.8,9.6,Cash,53.0,Female,0,4.0,1,2024,1,14,21,Sunday
TXN-10148,2024-01-15 01:38:22,Downtown,Cold Coffee,Frappuccino,3,5.5,16.5,Mobile Pay,53.0,Female,0,3.0,0,2024,1,15,1,Monday
TXN-10149,2024-01-15 03:41:09,Suburban Mall,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,62.0,Female,1,4.0,0,2024,1,15,3,Monday
TXN-10150,2024-01-15 04:41:16,Suburban Mall,Cold Coffee,Cold Brew,1,4.8,4.8,Mobile Pay,19.0,Non-Binary,1,1.0,0,2024,1,15,4,Monday
TXN-10151,2024-01-15 07:48:35,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Mobile Pay,45.0,Male,0,4.0,0,2024,1,15,7,Monday
TXN-10152,2024-01-15 08:44:42,Airport Terminal,Tea & Beverages,Chai Latte,1,4.5,4.5,Gift Card,43.0,Female,1,4.0,0,2024,1,15,8,Monday
TXN-10153,2024-01-15 12:46:04,Downtown,Sandwiches & Wraps,Veggie Wrap,1,6.8,6.8,Credit Card,40.0,Prefer not to say,0,2.0,0,2024,1,15,12,Monday
TXN-10154,2024-01-15 14:06:26,Financial District,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,43.0,Male,0,5.0,0,2024,1,15,14,Monday
TXN-10155,2024-01-15 14:45:52,Airport Terminal,Cold Coffee,Cold Brew,1,4.8,4.8,Cash,53.0,Male,0,4.0,0,2024,1,15,14,Monday
